"","National Savings & Investments - Prize winners October 2021","","","","","",""
"","","","","","","",""
"","Prize Value","Winning Bond NO.","","Total V of Holding","Area","Val of Bond","Dt of Pur"
"","1000.0","405ZB260610","","10275.0","West Yorkshire","5000.0","44043.0"
"","1000.0","130NC690833","","50000.0","West Midlands","2000.0","39311.0"
"","1000.0","213KC627078","","50000.0","Hertfordshire","10000.0","41578.0"
"","1000.0","352BP419702","","50000.0","West Sussex","10000.0","43506.0"
"","1000.0","418JK965685","","45325.0","North Yorkshire","25000.0","44126.0"
"","1000.0","425FC886948","","50000.0","Nottingham","32000.0","44165.0"
"","1000.0","438QY349680","","20125.0","Bradford","15000.0","44239.0"
"","1000.0","3AH966825","","49130.0","Lincolnshire","500.0","36557.0"
"","1000.0","204ZK589130","","50000.0","Stockport","29993.0","41385.0"
"","1000.0","447EW853156","","50000.0","Wiltshire","10000.0","44285.0"
"","1000.0","302MN554205","","50000.0","Inner London","10000.0","42872.0"
"","1000.0","243EN376405","","50000.0","West Sussex","10000.0","42097.0"
"","1000.0","295JC733274","","6257.0","Bedfordshire","6000.0","42779.0"
"","1000.0","456YB770166","","15125.0","Hertfordshire","1600.0","44345.0"
"","1000.0","386TC518235","","50000.0","Wiltshire","50000.0","43913.0"
"","1000.0","417EZ663030","","21300.0","Devon","10000.0","44117.0"
"","1000.0","321CK340721","","50000.0","Essex","28000.0","43120.0"
"","1000.0","189DK109225","","10000.0","Surrey","10000.0","40931.0"
"","1000.0","180JP091204","","50000.0","Inner London","29275.0","40672.0"
"","1000.0","238HS323643","","42075.0","Outer London","40000.0","42011.0"
"","1000.0","222YN111905","","40000.0","South Scotland","10000.0","41796.0"
"","1000.0","365YW201552","","49600.0","Buckinghamshire","25.0","43678.0"
"","1000.0","364MR692388","","50000.0","Essex","10000.0","43664.0"
"","1000.0","380RJ411139","","20237.0","Havering","5500.0","43850.0"
"","1000.0","462SW037414","","50000.0","West Sussex","49975.0","44387.0"
"","1000.0","325SQ222419","","38250.0","Plymouth","15000.0","43175.0"
"","1000.0","144HD043085","","50000.0","Surrey","5000.0","39728.0"
"","1000.0","444DV412599","","24950.0","Somerset","2500.0","44265.0"
"","1000.0","440RL378322","","50000.0","Buckinghamshire","20000.0","44251.0"
"","1000.0","468LF470187","","40000.0","Hereford and Worcester","40000.0","44434.0"
"","1000.0","372KM111492","","50000.0","Essex","9900.0","43755.0"
"","1000.0","143RH282616","","1050.0","Hereford and Worcester","1000.0","39715.0"
"","1000.0","232RZ929960","","45750.0","Surrey","12000.0","41918.0"
"","1000.0","387DV621078","","50000.0","Surrey","10000.0","43916.0"
"","1000.0","462GF089291","","50000.0","Inner London","19480.0","44383.0"
"","1000.0","403QW408901","","50000.0","County Durham","25000.0","44032.0"
"","1000.0","151RN605379","","48585.0","Gloucestershire","5000.0","39867.0"
"","1000.0","370WK714772","","50000.0","Derby","25000.0","43737.0"
"","1000.0","464ZF868967","","31000.0","County Durham","25000.0","44406.0"
"","1000.0","299AD856026","","36502.0","North East Scotland","10000.0","42823.0"
"","1000.0","326YX578859","","16650.0","Tyne and Wear","8000.0","43189.0"
"","1000.0","314RW260399","","50000.0","Wirral","25000.0","43038.0"
"","1000.0","368FA988217","","50000.0","Sefton","45000.0","43706.0"
"","1000.0","433BC703445","","50000.0","Northamptonshire","50000.0","44214.0"
"","1000.0","406SZ135226","","50000.0","Essex","9550.0","44047.0"
"","1000.0","399AG826908","","50000.0","Dorset","50000.0","44001.0"
"","1000.0","249NH165986","","1000.0","Birmingham","500.0","42180.0"
"","1000.0","350LG647464","","22525.0","West Midlands","16575.0","43490.0"
"","1000.0","278SB824812","","17950.0","Dorset","7000.0","42593.0"
"","1000.0","428GT676418","","50000.0","Derby","50000.0","44181.0"
"","1000.0","369NS306637","","50000.0","West Sussex","34882.0","43722.0"
"","1000.0","263FY295593","","3050.0","Edinburgh","250.0","42368.0"
"","1000.0","281VM767097","","50000.0","Cheshire","6000.0","42633.0"
"","1000.0","378GK415125","","500.0","Lincolnshire","500.0","43821.0"
"","1000.0","268RZ616753","","50000.0","Bedfordshire","21900.0","42441.0"
"","1000.0","386LY145849","","44512.0","Inner London","8350.0","43910.0"
"","1000.0","388LM843076","","50000.0","Lancashire","49975.0","43924.0"
"","1000.0","425QE103669","","49520.0","West Sussex","25000.0","44166.0"
"","1000.0","9BQ421651","","50000.0","Derby","5000.0","37742.0"
"","1000.0","219XY253903","","50000.0","Wiltshire","20000.0","41736.0"
"","1000.0","431FT098756","","25150.0","Gloucestershire","2400.0","44203.0"
"","1000.0","153CJ396589","","50000.0","Outer London","5000.0","39889.0"
"","1000.0","263VQ039049","","12200.0","Inner London","10000.0","42368.0"
"","1000.0","444KX283901","","40175.0","Lancashire","40000.0","44271.0"
"","1000.0","49TJ705411","","28816.0","Gwent Valleys","5000.0","38331.0"
"","1000.0","262XG891697","","50000.0","West Midlands","1000.0","42361.0"
"","1000.0","415HM324032","","50000.0","Kent","17000.0","44104.0"
"","1000.0","400JY692274","","35950.0","Hertfordshire","30000.0","44010.0"
"","1000.0","461YH205092","","50000.0","Devon","29000.0","44381.0"
"","1000.0","273MP062200","","20000.0","Norfolk","20000.0","42513.0"
"","1000.0","42VW953703","","14277.0","Norfolk","100.0","35431.0"
"","1000.0","390DG277128","","45900.0","Australia","1800.0","43942.0"
"","1000.0","253AA480537","","50000.0","Wales","20000.0","42216.0"
"","1000.0","377XH329970","","50000.0","Wiltshire","30000.0","43816.0"
"","1000.0","400FN188548","","50000.0","Outer London","29000.0","44009.0"
"","1000.0","441RM055583","","50000.0","Tyne and Wear","6500.0","44255.0"
"","1000.0","386QZ271646","","50000.0","Inner London","30000.0","43911.0"
"","1000.0","459CY392294","","50000.0","Lincolnshire","20000.0","44364.0"
"","1000.0","361SP440495","","50000.0","Gloucestershire","50000.0","43627.0"
"","1000.0","318GK317295","","43050.0","North East Scotland","13100.0","43080.0"
"","1000.0","384WD512284","","48000.0","Essex","13435.0","43891.0"
"","1000.0","386ZD879899","","50000.0","Surrey","10675.0","43914.0"
"","1000.0","255DS795498","","50000.0","Cambridgeshire","50000.0","42250.0"
"","1000.0","385JX834751","","50000.0","Kent","25000.0","43898.0"
"","1000.0","360HF162746","","50000.0","Fife","10000.0","43609.0"
"","1000.0","435JQ458784","","50000.0","South Yorkshire","50000.0","44224.0"
"","1000.0","216GG018200","","46825.0","Inner London","200.0","41654.0"
"","1000.0","326LT128897","","50000.0","Manchester","48900.0","43185.0"
"","1000.0","230RY083946","","40000.0","Buckinghamshire","40000.0","41890.0"
"","1000.0","454VY756929","","50000.0","Swansea","50000.0","44332.0"
"","1000.0","338ES519862","","33425.0","Kent","9000.0","43339.0"
"","1000.0","345ZP182622","","50000.0","Essex","49990.0","43431.0"
"","1000.0","270HH108588","","8375.0","Bromley","25.0","42461.0"
"","1000.0","451TF033132","","21000.0","Hampshire and Isle of Wight","1500.0","44313.0"
"","1000.0","431QX629662","","50000.0","Manchester","20000.0","44206.0"
"","1000.0","300PL667099","","50000.0","Hampshire and Isle of Wight","46450.0","42846.0"
"","1000.0","133CB779008","","1005.0","Havering","1000.0","39385.0"
"","1000.0","320AP848509","","50000.0","Surrey","10000.0","43106.0"
"","1000.0","360MW174348","","50000.0","Hertfordshire","6236.0","43613.0"
"","1000.0","177RS482707","","30000.0","Leicestershire","30000.0","40578.0"
"","1000.0","259JR462791","","49487.0","Devon","3000.0","42308.0"
"","1000.0","204CL261329","","50000.0","Overseas","3500.0","41363.0"
"","1000.0","443QW297002","","25000.0","Avon","20000.0","44266.0"
"","1000.0","457BD816123","","49125.0","Buckinghamshire","20000.0","44346.0"
"","1000.0","464WY005148","","17800.0","Cardiff","10000.0","44405.0"
"","1000.0","254JZ192759","","45000.0","Nottingham","19000.0","42241.0"
"","1000.0","428DT347146","","50000.0","Cheshire","5000.0","44182.0"
"","1000.0","437PW939214","","20125.0","Warwickshire","20000.0","44233.0"
"","1000.0","50CL025473","","2000.0","Devon","2000.0","35827.0"
"","1000.0","254JB598781","","30400.0","Kent","50.0","42240.0"
"","1000.0","348ZG472426","","50000.0","East Riding of Yorkshire","20000.0","43453.0"
"","1000.0","467JX554354","","11250.0","East Sussex","5000.0","44426.0"
"","1000.0","402CB761652","","50000.0","Stoke-On-Trent","49972.0","44019.0"
"","1000.0","397HY847735","","45300.0","Barnet","10000.0","43988.0"
"","1000.0","313QS243674","","20150.0","Nottinghamshire","12000.0","43025.0"
"","1000.0","333HK671248","","30000.0","Wiltshire","5000.0","43276.0"
"","1000.0","418GX081227","","11100.0","County Durham","10500.0","44125.0"
"","1000.0","337HC756322","","50000.0","Cardiff and Vale of Glamorgan","28773.0","43327.0"
"","1000.0","278YZ411956","","20000.0","Hertfordshire","15900.0","42597.0"
"","1000.0","451QW361969","","50000.0","Lincolnshire","10000.0","44313.0"
"","1000.0","444FV810332","","12025.0","Essex","7000.0","44270.0"
"","1000.0","7LF532584","","30.0","Wales","25.0","26177.0"
"","1000.0","315NE169635","","50000.0","Brighton and Hove","4900.0","43047.0"
"","1000.0","452FF012848","","50000.0","Warwickshire","21200.0","44315.0"
"","1000.0","450FZ456794","","14700.0","East Sussex","6000.0","44305.0"
"","1000.0","269DD593154","","50000.0","Sheffield","20000.0","42448.0"
"","1000.0","304NG855135","","50000.0","Hereford and Worcester","50000.0","42902.0"
"","1000.0","348XB630904","","36500.0","Croydon","5000.0","43470.0"
"","1000.0","397SF855897","","50000.0","Surrey","29999.0","43991.0"
"","1000.0","453LY261490","","50000.0","London","48900.0","44322.0"
"","1000.0","14LC767812","","200.0","Wirral","100.0","37561.0"
"","1000.0","323LH112368","","20000.0","Dorset","20000.0","43146.0"
"","1000.0","443ND394451","","40875.0","Greater Manchester","40000.0","44265.0"
"","1000.0","254QG220768","","50000.0","Dorset","10000.0","42243.0"
"","1000.0","395SH651335","","20225.0","Inner London","5000.0","43979.0"
"","1000.0","399RL194464","","50000.0","Dorset","25000.0","44006.0"
"","1000.0","350VL870674","","50000.0","Norfolk","10000.0","43492.0"
"","1000.0","428ZE201446","","50000.0","Northamptonshire","10000.0","44188.0"
"","1000.0","440WK522346","","22000.0","Essex","22000.0","44252.0"
"","1000.0","364GQ712164","","50000.0","Essex","24495.0","43661.0"
"","1000.0","321WM732035","","5000.0","Gloucestershire","5000.0","43127.0"
"","1000.0","40MW962721","","32300.0","Leicester","5000.0","34731.0"
"","1000.0","409KM220430","","50000.0","Devon","20000.0","44067.0"
"","1000.0","433VM749723","","50000.0","West Sussex","21425.0","44217.0"
"","1000.0","410PS050437","","18750.0","West Sussex","18500.0","44072.0"
"","1000.0","384XE395998","","40000.0","Derbyshire","40000.0","43892.0"
"","1000.0","370JS022476","","27625.0","Kent","10000.0","43732.0"
"","1000.0","27KM945702","","29999.0","Essex","5000.0","38208.0"
"","1000.0","101MK859976","","50000.0","Kent","4300.0","38644.0"
"","1000.0","435SR515028","","40000.0","Nottingham","20000.0","44225.0"
"","1000.0","288AY592969","","33800.0","Reading","10000.0","42696.0"
"","1000.0","430GH753306","","50000.0","Essex","10000.0","44196.0"
"","1000.0","454PZ586880","","45050.0","Birmingham","45000.0","44326.0"
"","1000.0","426YN250540","","27500.0","Surrey","1000.0","44174.0"
"","1000.0","458XX673578","","5000.0","Highlands and Islands","5000.0","44362.0"
"","1000.0","294GL664087","","50000.0","Wandsworth","5000.0","42765.0"
"","1000.0","355WL471580","","41000.0","Hampshire and Isle of Wight","25000.0","43552.0"
"","1000.0","267FA525924","","50000.0","Somerset","30000.0","42422.0"
"","1000.0","157KC020460","","48081.0","Havering","5000.0","39989.0"
"","1000.0","285JT894213","","50000.0","South Scotland","8000.0","42670.0"
"","1000.0","49RD660994","","3000.0","Hampshire and Isle of Wight","2000.0","37530.0"
"","1000.0","291RN710066","","22250.0","North Yorkshire","100.0","42738.0"
"","1000.0","380ZM338599","","50000.0","Lancashire","4800.0","43852.0"
"","1000.0","184EP432954","","32024.0","Sheffield","3000.0","40792.0"
"","1000.0","281ZG280636","","25026.0","Tyne and Wear","15000.0","42634.0"
"","1000.0","137MJ165955","","40000.0","Surrey","5000.0","39540.0"
"","1000.0","273BB222973","","42925.0","Essex","5000.0","42505.0"
"","1000.0","189YD337902","","5575.0","Merseyside","1000.0","40954.0"
"","1000.0","323CG692042","","13581.0","Birmingham","4056.0","43141.0"
"","1000.0","419WK510320","","5500.0","West Midlands","125.0","44134.0"
"","1000.0","289YK943826","","7500.0","London","5000.0","42713.0"
"","1000.0","450ZF345237","","40000.0","Surrey","10000.0","44309.0"
"","1000.0","464KW707256","","50000.0","Glasgow, City of","50000.0","44403.0"
"","1000.0","343RX492217","","20840.0","East Sussex","20000.0","43404.0"
"","1000.0","415NZ018850","","7202.0","Devon","500.0","44104.0"
"","1000.0","440MA602312","","50000.0","Berkshire","35000.0","44250.0"
"","1000.0","294JE936930","","50000.0","Lancashire","4000.0","42766.0"
"","1000.0","330BC105851","","50000.0","Devon","10000.0","43231.0"
"","1000.0","388WX588575","","3025.0","Sheffield","3000.0","43929.0"
"","1000.0","61TN751140","","30000.0","Inner London","5000.0","35400.0"
"","1000.0","27DQ231659","","37995.0","Surrey","3445.0","37803.0"
"","1000.0","378EX092838","","50000.0","Birmingham","4000.0","43820.0"
"","1000.0","195PX244623","","47507.0","Warwickshire","6000.0","41126.0"
"","1000.0","206GX398274","","30000.0","Oxfordshire","30000.0","41410.0"
"","1000.0","289CY270201","","50000.0","Inner London","6000.0","42704.0"
"","1000.0","206WT158308","","30000.0","Essex","30000.0","41424.0"
"","1000.0","372NY535699","","50000.0","Dorset","50000.0","43756.0"
"","1000.0","324ND456078","","50000.0","Wiltshire","50000.0","43158.0"
"","1000.0","405JG517006","","30000.0","Surrey","8900.0","44040.0"
"","1000.0","464AA710284","","4680.0","Outer London","790.0","44400.0"
"","1000.0","306LN876377","","50000.0","Norfolk","50000.0","42929.0"
"","1000.0","100LC257476","","50000.0","Hampshire and Isle of Wight","5000.0","38623.0"
"","1000.0","442EN227943","","30125.0","Overseas","350.0","44256.0"
"","1000.0","156DE017231","","29650.0","Surrey","5000.0","39952.0"
"","1000.0","452WR476548","","25000.0","Surrey","25000.0","44319.0"
"","1000.0","356EJ479441","","50000.0","Southampton","45000.0","43555.0"
"","1000.0","306RH507371","","50000.0","Overseas","7000.0","42933.0"
"","1000.0","177LF293963","","50000.0","Highlands and Islands","25.0","40575.0"
"","1000.0","419QR339345","","50000.0","Barnet","37000.0","44133.0"
"","1000.0","254KC895895","","50000.0","Greater Manchester","15000.0","42241.0"
"","1000.0","21EH815133","","12125.0","Devon","50.0","37257.0"
"","1000.0","101LS627870","","50000.0","South Yorkshire","5000.0","38643.0"
"","1000.0","233GP291806","","50000.0","Reading","20000.0","41930.0"
"","1000.0","201GA892758","","28009.0","Outer London","20000.0","41295.0"
"","1000.0","466LY905692","","50000.0","Hertfordshire","29050.0","44417.0"
"","1000.0","400XV559581","","50000.0","Havering","49997.0","44012.0"
"","1000.0","440LB653850","","23000.0","Nottingham","23000.0","44250.0"
"","1000.0","313AS047578","","40575.0","Kent","5000.0","43014.0"
"","1000.0","457MD056836","","20102.0","Wiltshire","20000.0","44349.0"
"","1000.0","383NY920516","","50000.0","Devon","7000.0","43878.0"
"","1000.0","102BE727706","","11047.0","Bedfordshire","300.0","38651.0"
"","1000.0","408LW429191","","50000.0","South Scotland","50000.0","44061.0"
"","1000.0","412RF961182","","10000.0","Kent","4950.0","44087.0"
"","1000.0","456MF936168","","46175.0","Somerset","10000.0","44342.0"
"","1000.0","317NH484971","","50000.0","Outer London","10000.0","43069.0"
"","1000.0","137EK741735","","49050.0","Outer London","5000.0","39533.0"
"","1000.0","313YR392446","","40000.0","Lancashire","26500.0","43029.0"
"","1000.0","434CT496704","","50000.0","Lothian","10000.0","44219.0"
"","1000.0","241DH869812","","50000.0","Somerset","10000.0","42062.0"
"","1000.0","393ZK156566","","16615.0","Outer London","10000.0","43969.0"
"","1000.0","383YJ808798","","40600.0","Suffolk","40000.0","43881.0"
"","1000.0","345RC694567","","45000.0","East Sussex","43450.0","43429.0"
"","1000.0","415JM903219","","50000.0","Liverpool","9850.0","44104.0"
"","1000.0","442SY248884","","25075.0","York","25000.0","44260.0"
"","1000.0","154BG279113","","5000.0","Cambridgeshire","2000.0","39902.0"
"","1000.0","341ZR760872","","43750.0","Cumbria","10000.0","43384.0"
"","1000.0","73XB594539","","50000.0","Hampshire and Isle of Wight","5000.0","36251.0"
"","1000.0","189QV463672","","20047.0","Nottingham","2000.0","40946.0"
"","1000.0","461NF551741","","49950.0","Bromley","49950.0","44378.0"
"","1000.0","389JP966064","","30000.0","Essex","30000.0","43936.0"
"","1000.0","419TP944611","","40275.0","Cambridgeshire","3500.0","44133.0"
"","1000.0","223ZH558151","","50000.0","Wiltshire","11440.0","41807.0"
"","1000.0","463YK579092","","20000.0","Essex","20000.0","44399.0"
"","1000.0","156JE676255","","50000.0","Tyne and Wear","5000.0","39955.0"
"","1000.0","287RJ066132","","30000.0","Kent","30000.0","42692.0"
"","1000.0","332VP348550","","50000.0","Essex","10048.0","43269.0"
"","1000.0","440BT635179","","44000.0","Dorset","30000.0","44248.0"
"","1000.0","292AT656854","","50000.0","Cardiff and Vale of Glamorgan","40000.0","42742.0"
"","1000.0","436RV040755","","45200.0","Manchester","20000.0","44229.0"
"","1000.0","320RS906299","","50000.0","South Gloucestershire","20000.0","43115.0"
"","1000.0","460BA825778","","30000.0","South Gloucestershire","30000.0","44368.0"
"","1000.0","408BW902073","","20000.0","Berkshire","10000.0","44058.0"
"","1000.0","435HX468966","","10000.0","Coventry","10000.0","44207.0"
"","1000.0","408AV918454","","100.0","Lancashire","100.0","44056.0"
"","1000.0","276ST570654","","42625.0","Hereford and Worcester","40000.0","42565.0"
"","1000.0","298WL589886","","50000.0","Reading","50000.0","42821.0"
"","1000.0","424CQ982599","","48625.0","Wiltshire","32000.0","44160.0"
"","1000.0","429JP080041","","40000.0","Berkshire","10000.0","44192.0"
"","1000.0","23LH268881","","200.0","Suffolk","100.0","37895.0"
"","1000.0","94AS176135","","49201.0","Warwickshire","1000.0","36130.0"
"","1000.0","449DS362298","","26150.0","Leeds","10000.0","44297.0"
"","1000.0","83XR517321","","29995.0","Hertfordshire","5000.0","38560.0"
"","1000.0","330LQ597063","","34000.0","Derbyshire","24000.0","43237.0"
"","1000.0","218NX501289","","30000.0","Cleveland","30000.0","41701.0"
"","1000.0","417JM471354","","30000.0","Wiltshire","10000.0","44118.0"
"","1000.0","31YS107098","","50000.0","South Gloucestershire","400.0","35674.0"
"","1000.0","366BF839305","","50000.0","Gloucestershire","50000.0","43679.0"
"","1000.0","328EB086750","","50000.0","Overseas","20000.0","43207.0"
"","1000.0","276DY238781","","50000.0","Overseas","30000.0","42537.0"
"","1000.0","329DW769973","","30050.0","Bromley","4000.0","43219.0"
"","1000.0","261QA597310","","50000.0","Stockport","9600.0","42338.0"
"","1000.0","450NX259051","","50000.0","West Sussex","50000.0","44306.0"
"","1000.0","281BK251241","","17085.0","Leeds","16425.0","42622.0"
"","1000.0","427HB678129","","50000.0","South West Wales","4575.0","44176.0"
"","1000.0","339EL351774","","26408.0","West Yorkshire","5000.0","43349.0"
"","1000.0","317BK527659","","50000.0","Wiltshire","49800.0","43066.0"
"","1000.0","81YF358804","","5005.0","Overseas","5000.0","36342.0"
"","1000.0","434MX526440","","50000.0","Inner London","10000.0","44218.0"
"","1000.0","420PD088128","","21925.0","North East Scotland","25.0","44137.0"
"","1000.0","399DM713924","","50000.0","Buckinghamshire","15000.0","44002.0"
"","1000.0","102AK022076","","30000.0","Essex","5000.0","38653.0"
"","1000.0","422AG229554","","50000.0","Buckinghamshire","37000.0","44149.0"
"","1000.0","392LX456928","","10000.0","Surrey","10000.0","43956.0"
"","1000.0","282AX414608","","50000.0","Buckinghamshire","10000.0","42635.0"
"","1000.0","448YF151862","","50000.0","Dorset","50000.0","44295.0"
"","1000.0","171VR103287","","50000.0","Surrey","5000.0","40414.0"
"","1000.0","362HM623518","","50000.0","Cornwall","50000.0","43636.0"
"","1000.0","415FY076033","","50000.0","Leeds","25425.0","44103.0"
"","1000.0","101KB279804","","50000.0","Humberside","5000.0","38634.0"
"","1000.0","34VD460553","","30000.0","Norfolk","5000.0","37408.0"
"","1000.0","461JK223694","","50000.0","Gloucestershire","1475.0","44377.0"
"","1000.0","338GJ714100","","6100.0","Outer London","3000.0","43340.0"
"","1000.0","250QJ718375","","50000.0","Devon","5000.0","42192.0"
"","1000.0","463PX794130","","15000.0","Essex","15000.0","44397.0"
"","1000.0","425SL059662","","30300.0","Cambridgeshire","20000.0","44166.0"
"","1000.0","291NP275072","","50000.0","Outer London","50000.0","42736.0"
"","1000.0","328YY195970","","50000.0","Lothian","2000.0","43217.0"
"","1000.0","341KG053121","","47550.0","Cambridgeshire","14350.0","43376.0"
"","1000.0","403HW845311","","50000.0","West Sussex","50000.0","44027.0"
"","1000.0","242AY250880","","43275.0","Essex","16187.0","42081.0"
"","1000.0","347NP029172","","12825.0","Surrey","250.0","43452.0"
"","1000.0","149ER570428","","2000.0","North Yorkshire","100.0","39819.0"
"","1000.0","389RK094898","","30734.0","Bedfordshire","1500.0","43938.0"
"","1000.0","255RF802010","","48506.0","Manchester","24000.0","42259.0"
"","1000.0","440XE280728","","42175.0","Stockport","20000.0","44250.0"
"","1000.0","451JL145852","","30364.0","West Sussex","30000.0","44292.0"
"","1000.0","404TF586382","","30750.0","Kent","5000.0","44038.0"
"","1000.0","180ZQ010059","","50000.0","Gloucestershire","11325.0","40694.0"
"","1000.0","359ZQ748345","","50000.0","Kent","9500.0","43605.0"
"","1000.0","180QN655800","","49900.0","Hampshire and Isle of Wight","30000.0","40675.0"
"","1000.0","344JP546080","","50000.0","East Sussex","6000.0","43412.0"
"","1000.0","174JL163313","","50000.0","Buckinghamshire","5000.0","40477.0"
"","1000.0","250PX521870","","50000.0","Outer London","20000.0","42191.0"
"","1000.0","241VY002995","","47550.0","Humberside","6000.0","42076.0"
"","1000.0","458VM006753","","50000.0","York","49600.0","44361.0"
"","1000.0","181ZW768900","","30000.0","Bromley","30000.0","40721.0"
"","1000.0","263QC395594","","40000.0","Bristol","10000.0","42374.0"
"","1000.0","465YW246634","","9000.0","Bradford","9000.0","44413.0"
"","1000.0","291AG208502","","50000.0","Hertfordshire","45000.0","42731.0"
"","1000.0","101SS520097","","25000.0","Cornwall","5000.0","38645.0"
"","1000.0","25FA452698","","10000.0","Outer London","5000.0","36557.0"
"","1000.0","426VK704448","","37873.0","London","27748.0","44173.0"
"","1000.0","396PV156818","","28875.0","Outer London","25000.0","43983.0"
"","1000.0","421VJ756907","","34993.0","Warwickshire","5000.0","44147.0"
"","1000.0","349JB394035","","50000.0","Essex","25000.0","43476.0"
"","1000.0","153JV227368","","50000.0","Overseas","5000.0","39895.0"
"","1000.0","467SL940743","","50000.0","Plymouth","48900.0","44428.0"
"","1000.0","189MC787013","","32550.0","Bradford","8000.0","40941.0"
"","1000.0","458SE063646","","40090.0","Hereford and Worcester","40000.0","44360.0"
"","1000.0","207MB258497","","20308.0","Oxfordshire","200.0","41442.0"
"","1000.0","287NG877200","","50000.0","Overseas","20000.0","42691.0"
"","1000.0","339ZT562703","","50000.0","Cambridgeshire","49999.0","43361.0"
"","1000.0","58BG177202","","19475.0","Manchester","1000.0","36923.0"
"","1000.0","434CN041601","","50000.0","Somerset","50000.0","44219.0"
"","1000.0","223MW401858","","43904.0","Avon","6000.0","41803.0"
"","1000.0","455QC911805","","43500.0","Berkshire","40000.0","44337.0"
"","1000.0","297EP953135","","50000.0","Norfolk","30000.0","42800.0"
"","1000.0","464LA012488","","50000.0","Leicestershire","50000.0","44403.0"
"","1000.0","433WE478975","","30000.0","Berkshire","30000.0","44218.0"
"","1000.0","316PE782780","","50000.0","Humberside","43625.0","43060.0"
"","1000.0","454RX014995","","42200.0","Surrey","5000.0","44331.0"
"","1000.0","348CZ926625","","50000.0","Essex","50000.0","43462.0"
"","1000.0","254XH401457","","20000.0","Hampshire and Isle of Wight","20000.0","42247.0"
"","1000.0","371NZ749677","","50000.0","Bedfordshire","50000.0","43743.0"
"","1000.0","61YC081208","","40000.0","Staffordshire","5000.0","37712.0"
"","1000.0","301JZ496017","","50000.0","Lincolnshire","994.0","42855.0"
"","1000.0","168MX781468","","42575.0","Northamptonshire","5000.0","40322.0"
"","1000.0","465FC165191","","48842.0","Cheshire West and Chester","37497.0","44407.0"
"","1000.0","289BN150658","","50000.0","Cheshire","4999.0","42704.0"
"","1000.0","243EG837526","","26000.0","Hertfordshire","26000.0","42084.0"
"","1000.0","317WF736086","","25500.0","Wales","5500.0","43073.0"
"","1000.0","124TC287642","","50000.0","Cornwall","5000.0","39171.0"
"","1000.0","158BR017112","","11250.0","West Yorkshire","5000.0","40003.0"
"","1000.0","209JL760162","","30000.0","Nottinghamshire","30000.0","41479.0"
"","1000.0","355CV300989","","46225.0","Cheshire East","30000.0","43544.0"
"","1000.0","443AM120227","","46000.0","Manchester","21000.0","44262.0"
"","1000.0","440YS621439","","10100.0","Hertfordshire","5000.0","44252.0"
"","1000.0","227FY347388","","46000.0","Suffolk","9233.0","41843.0"
"","1000.0","88RC839986","","45550.0","Berkshire","2000.0","37653.0"
"","1000.0","334MJ450651","","49550.0","Inner London","10000.0","43290.0"
"","1000.0","328GT569423","","43000.0","East Sussex","43000.0","43209.0"
"","1000.0","287YN606089","","20425.0","Hampshire and Isle of Wight","16050.0","42696.0"
"","1000.0","349NH510615","","50000.0","Bristol, City of","25000.0","43479.0"
"","1000.0","113AJ068680","","30000.0","West Midlands","5000.0","38925.0"
"","1000.0","378WB292345","","50000.0","Bedfordshire","10000.0","43829.0"
"","1000.0","423ZX564461","","50000.0","West Sussex","10000.0","44160.0"
"","1000.0","233NW485258","","50000.0","Preston","10000.0","41934.0"
"","1000.0","458LB037866","","44500.0","Surrey","34500.0","44357.0"
"","1000.0","196CR410010","","50000.0","East Sussex","25000.0","41132.0"
"","1000.0","188SP183996","","50000.0","Hertfordshire","9450.0","40924.0"
"","1000.0","455EN681344","","4800.0","York","3775.0","44335.0"
"","1000.0","448YH106439","","50000.0","Coventry","20000.0","44295.0"
"","1000.0","100NF113848","","33075.0","Staffordshire","50.0","38628.0"
"","1000.0","394LJ851420","","35000.0","Outer London","35000.0","43972.0"
"","1000.0","418HM508289","","32000.0","Lincolnshire","32000.0","44126.0"
"","1000.0","429PE535061","","50000.0","Lancashire","10000.0","44194.0"
"","1000.0","327MM201569","","49000.0","Northamptonshire","10000.0","43197.0"
"","1000.0","435ZZ760495","","50000.0","Bromley","9500.0","44226.0"
"","1000.0","331FZ706028","","50000.0","Devon","10000.0","43245.0"
"","1000.0","408CS782207","","39000.0","Gloucestershire","20000.0","44058.0"
"","1000.0","261HS762154","","50000.0","Outer London","10000.0","42335.0"
"","1000.0","38AX557485","","22050.0","Inner London","5000.0","37653.0"
"","1000.0","355LT652919","","50000.0","Derbyshire","2700.0","43549.0"
"","1000.0","320LN747450","","42300.0","Wales","24200.0","43112.0"
"","1000.0","150YN481470","","9000.0","Wales","5000.0","39853.0"
"","1000.0","205CS629326","","50000.0","Northumberland","10000.0","41387.0"
"","1000.0","263TY923692","","50000.0","North Yorkshire","10000.0","42376.0"
"","1000.0","355MQ445885","","50000.0","Inner London","50000.0","43539.0"
"","1000.0","162MV826190","","20000.0","Norwich","5000.0","40143.0"
"","1000.0","284JK266210","","50000.0","Hampshire and Isle of Wight","49900.0","42661.0"
"","1000.0","429JH153473","","20375.0","Essex","17075.0","44192.0"
"","1000.0","258WW772209","","50000.0","Central Scotland","27796.0","42304.0"
"","1000.0","364LP246443","","10001.0","Essex","10000.0","43663.0"
