"","National Savings & Investments - Prize winners October 2021","","","","","",""
"","","","","","","",""
"","Prize Value","Winning Bond NO.","","Total V of Holding","Area","Val of Bond","Dt of Pur"
"","1000.0","308EJ624616","","47200.0","Northamptonshire","6500.0","42950.0"
"","1000.0","17NS286547","","50000.0","Devon","5000.0","34394.0"
"","1000.0","452EC845820","","50000.0","Ealing","15417.0","44315.0"
"","1000.0","423ZB911304","","50000.0","Overseas","48100.0","44160.0"
"","1000.0","312DP611155","","50000.0","Hereford and Worcester","50000.0","43004.0"
"","1000.0","59QS572318","","49961.0","Bristol, City of","5000.0","35156.0"
"","1000.0","456CY809518","","50000.0","Derbyshire","49998.0","44335.0"
"","1000.0","215CR182068","","50000.0","Essex","10000.0","41617.0"
"","1000.0","119XV654661","","100.0","Gwent Valleys","100.0","39020.0"
"","1000.0","120YK035073","","6175.0","Kent","5000.0","39027.0"
"","1000.0","210YW479647","","50000.0","Wiltshire","25000.0","41520.0"
"","1000.0","280AB522417","","50000.0","Australia","42200.0","42610.0"
"","1000.0","130KP108585","","20000.0","Oxfordshire","5000.0","39302.0"
"","1000.0","235VE915627","","49991.0","Berkshire","20000.0","41969.0"
"","1000.0","340BQ021175","","23300.0","Barnet","7025.0","43362.0"
"","1000.0","135BJ342806","","50000.0","Hampshire and Isle of Wight","5000.0","39447.0"
"","1000.0","270QF986508","","48785.0","York","15000.0","42466.0"
"","1000.0","433ZG276426","","48100.0","Cumbria","975.0","44218.0"
"","1000.0","459KE315557","","50000.0","Norfolk","50000.0","44366.0"
"","1000.0","307JN067029","","10000.0","Wales","9770.0","42942.0"
"","1000.0","436AA443231","","25000.0","London","25000.0","44226.0"
"","1000.0","158WA564907","","22150.0","Overseas","500.0","40031.0"
"","1000.0","445WN359021","","50000.0","East Sussex","39925.0","44279.0"
"","1000.0","395RZ528345","","10200.0","Cambridgeshire","10000.0","43955.0"
"","1000.0","276TM573934","","50000.0","Somerset","10000.0","42566.0"
"","1000.0","246YW533838","","50000.0","Brighton and Hove","11000.0","42156.0"
"","1000.0","168SH089966","","50000.0","West Midlands","4001.0","40329.0"
"","1000.0","229ZT506200","","48000.0","Dorset","10000.0","41874.0"
"","1000.0","213MQ106166","","50000.0","Inner London","30000.0","41572.0"
"","1000.0","451SW523181","","50000.0","Tyne and Wear","39775.0","44313.0"
"","1000.0","222XS213746","","50000.0","Outer London","30000.0","41799.0"
"","1000.0","425BC287061","","50000.0","Essex","49985.0","44164.0"
"","1000.0","77NX172868","","40000.0","Kent","5000.0","38047.0"
"","1000.0","274TJ527256","","30175.0","Kent","3180.0","42534.0"
"","1000.0","412QJ703654","","10000.0","Shropshire","10000.0","44087.0"
"","1000.0","340AT077360","","50000.0","South West Wales","10000.0","43362.0"
"","1000.0","248PP119371","","19000.0","Ealing","3000.0","42172.0"
"","1000.0","363XP430937","","40040.0","Essex","40000.0","43655.0"
"","1000.0","345BP589821","","50000.0","Cornwall","40000.0","43422.0"
"","1000.0","359WV078910","","30000.0","Essex","30000.0","43603.0"
"","1000.0","182FD962469","","50000.0","Humberside","20000.0","40735.0"
"","1000.0","303QF369327","","19825.0","Devon","3000.0","42887.0"
"","1000.0","463PS752905","","50000.0","Northamptonshire","50000.0","44397.0"
"","1000.0","398JE946740","","36125.0","Hereford and Worcester","22750.0","43994.0"
"","1000.0","314DS154575","","48982.0","Buckinghamshire","19000.0","43032.0"
"","1000.0","400CX334530","","49050.0","Surrey","35000.0","44008.0"
"","1000.0","449HB067539","","50000.0","Dorset","20000.0","44298.0"
"","1000.0","454LS402547","","25000.0","Hampshire and Isle of Wight","25000.0","44329.0"
"","1000.0","195PW599995","","50000.0","East Riding of Yorkshire","16500.0","41126.0"
"","1000.0","414TK121367","","50000.0","Bridgend and Neath Port Talbot","10000.0","44099.0"
"","1000.0","144LC392346","","29994.0","Cheshire East","2000.0","39729.0"
"","1000.0","234GN941741","","50000.0","Dorset","10000.0","41943.0"
"","1000.0","199YE177711","","20700.0","East Sussex","10000.0","41249.0"
"","1000.0","429VH009804","","50000.0","Brighton and Hove","20000.0","44195.0"
"","1000.0","362QS131483","","40100.0","Bedfordshire","5000.0","43640.0"
"","1000.0","281FH863569","","50000.0","Kent","50000.0","42625.0"
"","1000.0","319CR476787","","50000.0","South Scotland","40000.0","43092.0"
"","1000.0","399EH488407","","2500.0","Plymouth","2500.0","44003.0"
"","1000.0","25NJ444741","","30000.0","North East Scotland","5000.0","38018.0"
"","1000.0","239EK771809","","50000.0","Norfolk","10000.0","42031.0"
"","1000.0","441LV401989","","30000.0","Manchester","30000.0","44253.0"
"","1000.0","265HP500171","","49975.0","Gloucestershire","10000.0","42396.0"
"","1000.0","392NY926231","","15325.0","Lancashire","15150.0","43956.0"
"","1000.0","5PE470010","","35000.0","West Sussex","5000.0","37135.0"
"","1000.0","126AN798852","","13325.0","Outer London","5000.0","39196.0"
"","1000.0","237PA501022","","50000.0","Kent","2000.0","42004.0"
"","1000.0","205TT126427","","50000.0","Overseas","29739.0","41401.0"
"","1000.0","316ZN910537","","50000.0","Inner London","15000.0","43065.0"
"","1000.0","80NC619245","","50000.0","Outer London","5000.0","37135.0"
"","1000.0","380CV461783","","50000.0","Wandsworth","10000.0","43842.0"
"","1000.0","194HL987974","","50000.0","Somerset","5000.0","41089.0"
"","1000.0","114SC687614","","30000.0","South Scotland","500.0","38965.0"
"","1000.0","249RF946390","","50000.0","Stockport","10000.0","42183.0"
"","1000.0","25QJ926330","","30000.0","Hampshire and Isle of Wight","5000.0","38202.0"
"","1000.0","161KT464549","","50000.0","Overseas","5000.0","40117.0"
"","1000.0","352BB214114","","50000.0","South West Wales","35000.0","43507.0"
"","1000.0","225KF344333","","50000.0","Inner London","5000.0","41819.0"
"","1000.0","409KX550547","","37405.0","Humberside","6500.0","44067.0"
"","1000.0","368TE266414","","49150.0","West Sussex","10000.0","43711.0"
"","1000.0","443EQ035555","","24800.0","Inner London","14750.0","44263.0"
"","1000.0","125HD260181","","14510.0","Northamptonshire","5000.0","39188.0"
"","1000.0","364NT751115","","10100.0","Cheshire West and Chester","10000.0","43664.0"
"","1000.0","261QG903273","","50000.0","Gloucestershire","40000.0","42338.0"
"","1000.0","177PQ482178","","36557.0","Stockport","10000.0","40576.0"
"","1000.0","125GH166629","","6650.0","Kent","5000.0","39188.0"
"","1000.0","214NN402543","","30000.0","Dorset","30000.0","41606.0"
"","1000.0","320QX677172","","48850.0","West Sussex","2500.0","43115.0"
"","1000.0","374VD665838","","50000.0","Tyne and Wear","10000.0","43780.0"
"","1000.0","360QJ314075","","50000.0","Tyne and Wear","50000.0","43614.0"
"","1000.0","274FK748254","","45702.0","Warwickshire","25.0","42522.0"
"","1000.0","453YV325036","","16200.0","Northern Ireland","6000.0","44326.0"
"","1000.0","422ED937410","","10375.0","Sefton","10000.0","44151.0"
"","1000.0","259BX791851","","50000.0","Northern Ireland","50000.0","42305.0"
"","1000.0","448QS683032","","50000.0","Hereford and Worcester","13508.0","44293.0"
"","1000.0","193HR748963","","50000.0","Wales","20000.0","41059.0"
"","1000.0","172CM318967","","50000.0","Hereford and Worcester","2000.0","40421.0"
"","1000.0","62JM578000","","37600.0","Bristol, City of","2000.0","38411.0"
"","1000.0","453PT929447","","20000.0","Fife","10500.0","44323.0"
"","1000.0","101JM909907","","5750.0","West Sussex","1000.0","38639.0"
"","1000.0","127DT357600","","50000.0","Outer London","2000.0","39200.0"
"","1000.0","358YT533856","","33001.0","Cornwall","33000.0","43588.0"
"","1000.0","453QX608049","","40000.0","Kirklees","40000.0","44323.0"
"","1000.0","171AZ869577","","50000.0","York","25.0","40392.0"
"","1000.0","339KY192382","","50000.0","Bradford","39997.0","43353.0"
"","1000.0","46MB632770","","49878.0","Norwich","5000.0","34759.0"
"","1000.0","451FP739524","","25000.0","Kent","10000.0","44311.0"
"","1000.0","391EX543730","","50000.0","Hertfordshire","13000.0","43949.0"
"","1000.0","371EN720685","","50000.0","Bromley","10000.0","43739.0"
"","1000.0","420XW006254","","35232.0","Surrey","20000.0","44140.0"
"","1000.0","447PE414609","","50000.0","Lothian","20000.0","44286.0"
"","1000.0","235WR779789","","50000.0","Cheshire East","39875.0","41970.0"
"","1000.0","370XB578350","","50000.0","Gloucestershire","25000.0","43737.0"
"","1000.0","373MM016588","","21159.0","Cambridgeshire","21000.0","43766.0"
"","1000.0","427GF243960","","50000.0","London","11607.0","44176.0"
"","1000.0","341KZ202033","","50000.0","Essex","20000.0","43376.0"
"","1000.0","210SE321359","","44000.0","Essex","10000.0","41514.0"
"","1000.0","429YE716755","","15025.0","Greater Manchester","14900.0","44195.0"
"","1000.0","218GE242702","","20650.0","Somerset","10000.0","41700.0"
"","1000.0","224MS708540","","43000.0","Cornwall","10000.0","41813.0"
"","1000.0","178AE391555","","45105.0","Cumbria","4000.0","40575.0"
"","1000.0","30PT660104","","8321.0","Overseas","50.0","34121.0"
"","1000.0","369RP083029","","50000.0","Hampshire and Isle of Wight","35000.0","43724.0"
"","1000.0","303DH654636","","15125.0","Leeds","15000.0","42881.0"
"","1000.0","451AA407996","","20000.0","Berkshire","13000.0","44309.0"
"","1000.0","345DF200145","","50000.0","Kent","49575.0","43420.0"
"","1000.0","267DY580857","","30100.0","Avon","30000.0","42419.0"
"","1000.0","81WM603853","","50000.0","Somerset","2000.0","38532.0"
"","1000.0","388WK758870","","40125.0","Wales","500.0","43928.0"
"","1000.0","443LC592191","","40075.0","Inner London","40000.0","44265.0"
"","1000.0","315XR643662","","42375.0","Edinburgh","20000.0","43052.0"
"","1000.0","364DJ748801","","50000.0","Essex","49990.0","43659.0"
"","1000.0","417RX091900","","50000.0","Overseas","49975.0","44121.0"
"","1000.0","192HL260403","","41000.0","East Sussex","24500.0","41026.0"
"","1000.0","432PZ585402","","50000.0","Bromley","50000.0","44191.0"
"","1000.0","173YY719883","","45002.0","Outer London","5000.0","40470.0"
"","1000.0","222TA189801","","50000.0","Wandsworth","10000.0","41795.0"
"","1000.0","255HW804448","","50000.0","Outer London","16000.0","42254.0"
"","1000.0","308JF992145","","40100.0","Tyne and Wear","10000.0","42954.0"
"","1000.0","432CA811005","","20125.0","London","20000.0","44209.0"
"","1000.0","247KH907355","","50000.0","Overseas","50000.0","42162.0"
"","1000.0","449RN922095","","40200.0","Wales","25000.0","44299.0"
"","1000.0","70LP015205","","10125.0","Essex","5000.0","35827.0"
"","1000.0","396VS231795","","32249.0","Croydon","5000.0","43984.0"
"","1000.0","243RC316307","","50000.0","Lancashire","10000.0","42108.0"
"","1000.0","44GQ349297","","4552.0","Essex","2000.0","37803.0"
"","1000.0","417PR956105","","39210.0","Highlands and Islands","10000.0","44120.0"
"","1000.0","385JY832246","","50000.0","Outer London","30000.0","43898.0"
"","1000.0","82TW139478","","30000.0","Inner London","5000.0","36069.0"
"","1000.0","295NS647404","","50000.0","Outer London","10000.0","42781.0"
"","1000.0","225DS019352","","21220.0","Gloucestershire","9620.0","41816.0"
"","1000.0","146BY949744","","50000.0","Somerset","5000.0","39745.0"
"","1000.0","201VF794521","","30000.0","Inner London","29455.0","41305.0"
"","1000.0","70ZJ525180","","26405.0","Suffolk","5000.0","38483.0"
"","1000.0","294YD881976","","50000.0","West Sussex","49998.0","42773.0"
"","1000.0","384LT164073","","50000.0","Essex","39750.0","43888.0"
"","1000.0","437SA556842","","49050.0","Buckinghamshire","10000.0","44234.0"
"","1000.0","30TZ199456","","50000.0","Oxfordshire","500.0","31959.0"
"","1000.0","343HE066422","","15400.0","Hertfordshire","15000.0","43401.0"
"","1000.0","371VW825745","","50000.0","Devon","50000.0","43747.0"
"","1000.0","452ER558830","","50000.0","Liverpool","18550.0","44315.0"
"","1000.0","453AE703465","","50000.0","Stockport","49900.0","44320.0"
"","1000.0","368DP407690","","30075.0","Cheshire West and Chester","12500.0","43701.0"
"","1000.0","437FP873758","","50000.0","Norwich","49970.0","44231.0"
"","1000.0","127SN397077","","30000.0","East Sussex","5000.0","39202.0"
"","1000.0","460WC536555","","25025.0","Essex","24975.0","44358.0"
"","1000.0","330NA279207","","50000.0","Kent","5000.0","43238.0"
"","1000.0","158GW839377","","25010.0","Dorset","5000.0","40016.0"
"","1000.0","413TP228738","","50000.0","Cumbria","20000.0","44096.0"
"","1000.0","466AE846608","","25175.0","Nottingham","5000.0","44413.0"
"","1000.0","246YP417481","","50000.0","Birmingham","10000.0","42158.0"
"","1000.0","274LG689827","","32600.0","South Gloucestershire","32000.0","42527.0"
"","1000.0","436EV732388","","21600.0","Inner London","2000.0","44227.0"
"","1000.0","461NB239343","","11020.0","Essex","4500.0","44378.0"
"","1000.0","211EP977038","","40475.0","Kent","10000.0","41526.0"
"","1000.0","378KM985445","","14100.0","Dorset","2500.0","43822.0"
"","1000.0","166XH524758","","50000.0","North East Scotland","5000.0","40280.0"
"","1000.0","200MA144646","","48000.0","Birmingham","2000.0","41251.0"
"","1000.0","410RR042396","","50000.0","Inner London","39500.0","44072.0"
"","1000.0","16SZ597288","","100.0","Bedfordshire","100.0","31444.0"
"","1000.0","409YW798815","","50000.0","Croydon","49998.0","44069.0"
"","1000.0","454GC961753","","21750.0","North East Scotland","5000.0","44326.0"
"","1000.0","414SX688458","","40000.0","Cornwall","5000.0","44102.0"
"","1000.0","450QX140286","","50000.0","Kent","13000.0","44307.0"
"","1000.0","250MG595996","","50000.0","Essex","10000.0","42190.0"
"","1000.0","410PP381307","","50000.0","Highlands and Islands","46450.0","44072.0"
"","1000.0","255FR785828","","50000.0","Outer London","50000.0","42251.0"
"","1000.0","431FS126823","","20000.0","North East Scotland","5000.0","44203.0"
"","1000.0","168VJ238319","","50000.0","Surrey","5000.0","40331.0"
"","1000.0","69LK980711","","40000.0","Cleveland","5000.0","35309.0"
"","1000.0","441PJ039006","","50000.0","Kent","50000.0","44254.0"
"","1000.0","96KX958096","","17500.0","Leicester","5000.0","38605.0"
"","1000.0","389HW276195","","49925.0","Buckinghamshire","1000.0","43931.0"
"","1000.0","461MV501836","","50000.0","Surrey","50000.0","44378.0"
"","1000.0","252AC602553","","50000.0","Northamptonshire","20000.0","42208.0"
"","1000.0","212VR752229","","50000.0","Suffolk","20000.0","41567.0"
"","1000.0","22SS629259","","200.0","Birmingham","100.0","32782.0"
"","1000.0","286JG275473","","50000.0","Glasgow, City of","44000.0","42678.0"
"","1000.0","378ZF305784","","40000.0","Lincolnshire","10000.0","43830.0"
"","1000.0","452FE561237","","36001.0","Brighton and Hove","9000.0","44315.0"
"","1000.0","405GH548868","","50000.0","Hereford and Worcester","50000.0","44040.0"
"","1000.0","369JK160059","","50000.0","West Sussex","50000.0","43719.0"
"","1000.0","361SL111193","","50000.0","Edinburgh","15000.0","43627.0"
"","1000.0","454BF938005","","15000.0","Greater Manchester","4475.0","44326.0"
"","1000.0","191BB560814","","49200.0","Essex","225.0","40979.0"
"","1000.0","301AD519639","","50000.0","Brighton and Hove","13500.0","42851.0"
"","1000.0","397HP534253","","27010.0","Hertfordshire","25000.0","43988.0"
"","1000.0","387MM412808","","50000.0","Gwent Valleys","23900.0","43918.0"
"","1000.0","348XK193239","","38450.0","Gloucestershire","13500.0","43471.0"
"","1000.0","442NT649199","","49000.0","Nottinghamshire","7000.0","44259.0"
"","1000.0","192VW980618","","25000.0","Oxfordshire","5000.0","41044.0"
"","1000.0","318MV152217","","50000.0","Wales","20000.0","43084.0"
"","1000.0","449YB583922","","50000.0","West Sussex","20000.0","44301.0"
"","1000.0","291QR683979","","47600.0","Reading","35000.0","42738.0"
"","1000.0","232JF756919","","50000.0","Hereford and Worcester","15000.0","41912.0"
"","1000.0","295LH093211","","50000.0","Inner London","50000.0","42760.0"
"","1000.0","106BS754968","","30000.0","Leeds","5000.0","38734.0"
"","1000.0","102SE592659","","29995.0","Manchester","5000.0","38671.0"
"","1000.0","418QJ348676","","41212.0","East Riding of Yorkshire","30000.0","44127.0"
"","1000.0","456ZF881540","","20000.0","Leeds","19975.0","44345.0"
"","1000.0","368TY271460","","6230.0","Mid Scotland and Fife","4000.0","43711.0"
"","1000.0","386KW698382","","50000.0","West Scotland","50000.0","43909.0"
"","1000.0","412BZ337813","","45450.0","Bromley","40975.0","44082.0"
"","1000.0","250SL010534","","20025.0","Fife","15900.0","42193.0"
"","1000.0","403XB808487","","21000.0","Greater Manchester","9000.0","44033.0"
"","1000.0","207WR824146","","50000.0","Staffordshire","12300.0","41451.0"
"","1000.0","375GL587523","","50000.0","Berkshire","14998.0","43787.0"
"","1000.0","270CR493189","","50000.0","Barnet","10000.0","42460.0"
"","1000.0","410ZM303290","","50000.0","Outer London","50000.0","44074.0"
"","1000.0","453WQ839887","","50000.0","North Yorkshire","50000.0","44325.0"
"","1000.0","295PQ701537","","30017.0","Shropshire","30000.0","42782.0"
"","1000.0","114AF566516","","21455.0","Cumbria","5000.0","38948.0"
"","1000.0","467SM344685","","5427.0","Durham","225.0","44428.0"
"","1000.0","323WT526566","","16000.0","Devon","15000.0","43151.0"
"","1000.0","447HV579890","","49400.0","Shropshire","49000.0","44285.0"
"","1000.0","385GK186273","","50000.0","Essex","50000.0","43894.0"
"","1000.0","100ZT426807","","32525.0","Lincolnshire","5000.0","38633.0"
"","1000.0","93VM887546","","1000.0","Surrey","1000.0","38588.0"
"","1000.0","323NT543200","","22025.0","Greater Manchester","500.0","43147.0"
"","1000.0","460YM998478","","45000.0","Derbyshire","5000.0","44374.0"
"","1000.0","405SQ362912","","40500.0","County Durham","40000.0","44042.0"
"","1000.0","263VY628138","","50000.0","Northumberland","20000.0","42376.0"
"","1000.0","40HV162448","","1400.0","Hampshire and Isle of Wight","500.0","38276.0"
"","1000.0","362AE321309","","23100.0","Bromley","5600.0","43631.0"
"","1000.0","332LH258571","","50000.0","Cornwall","9900.0","43263.0"
"","1000.0","87PP672226","","39994.0","Swansea","5000.0","36404.0"
"","1000.0","247QA751339","","50000.0","Norfolk","10000.0","42164.0"
"","1000.0","234GD304808","","50000.0","Lincolnshire","25000.0","41941.0"
"","1000.0","70MC418313","","50000.0","East Sussex","2000.0","37196.0"
"","1000.0","403NP817152","","50000.0","Avon","24000.0","44030.0"
"","1000.0","451QV623259","","50000.0","Wiltshire","49899.0","44312.0"
"","1000.0","268MB715480","","50000.0","Hampshire and Isle of Wight","49997.0","42437.0"
"","1000.0","407DX170469","","40650.0","Inner London","40000.0","44049.0"
"","1000.0","336DM402954","","49998.0","Cheshire","45000.0","43312.0"
"","1000.0","417MV305667","","30100.0","West Midlands","30000.0","44119.0"
"","1000.0","266DL898979","","50000.0","Hampshire and Isle of Wight","12250.0","42405.0"
"","1000.0","355MP772770","","50000.0","Barnet","50000.0","43530.0"
"","1000.0","351ZY057809","","40000.0","Plymouth","18000.0","43507.0"
"","1000.0","307NH505200","","50000.0","Outer London","1000.0","42944.0"
"","1000.0","438BJ388850","","50000.0","Essex","45700.0","44236.0"
"","1000.0","392QL615339","","49530.0","Wandsworth","19000.0","43956.0"
"","1000.0","221BJ280729","","10006.0","Northumberland","10000.0","41766.0"
"","1000.0","391KG260645","","30992.0","Bristol, City of","600.0","43949.0"
"","1000.0","403NZ642165","","50000.0","Surrey","5000.0","44031.0"
"","1000.0","317DG345990","","50000.0","Essex","50000.0","43064.0"
"","1000.0","454ZY852858","","30000.0","Warwickshire","30000.0","44333.0"
"","1000.0","238EN547424","","50000.0","Cardiff","5000.0","42016.0"
"","1000.0","362YC507326","","50000.0","Hampshire and Isle of Wight","49900.0","43643.0"
"","1000.0","102WT159675","","25000.0","Bedfordshire","5000.0","38678.0"
"","1000.0","406BL354296","","6000.0","Central Bedfordshire","1000.0","44043.0"
"","1000.0","445YF186461","","40000.0","Hertfordshire","10000.0","44280.0"
"","1000.0","262DL606927","","40125.0","Northumberland","10000.0","42348.0"
"","1000.0","457PN055111","","6250.0","Dorset","3000.0","44350.0"
"","1000.0","461CJ075090","","50000.0","Dorset","49973.0","44376.0"
"","1000.0","400WT404887","","9000.0","Hereford and Worcester","9000.0","44012.0"
"","1000.0","466DY920717","","17050.0","Essex","17000.0","44414.0"
"","1000.0","439DN402395","","50000.0","Outer London","50000.0","44243.0"
"","1000.0","393LP803272","","50000.0","Warwickshire","50000.0","43964.0"
"","1000.0","397MJ449190","","50000.0","Hertfordshire","50000.0","43990.0"
"","1000.0","423RR588621","","50000.0","North Yorkshire","26950.0","44159.0"
"","1000.0","422TZ628179","","50000.0","Somerset","31999.0","44154.0"
"","1000.0","365CF243202","","46175.0","Sheffield","2900.0","43671.0"
"","1000.0","385TR699782","","15075.0","East Sussex","900.0","43901.0"
"","1000.0","343JQ514629","","43550.0","Lincolnshire","10000.0","43399.0"
"","1000.0","256XY190324","","45000.0","Hertfordshire","6000.0","42276.0"
"","1000.0","285BM323667","","25600.0","Wales","6000.0","42668.0"
"","1000.0","329XL866322","","37052.0","Cumbria","1000.0","43227.0"
"","1000.0","339HH787120","","50000.0","Cambridgeshire","44000.0","43351.0"
"","1000.0","52WF579353","","2182.0","Hereford and Worcester","200.0","36192.0"
"","1000.0","367JD364326","","49112.0","Oxfordshire","20000.0","43697.0"
"","1000.0","419JQ172577","","50000.0","Bristol, City of","20000.0","44131.0"
"","1000.0","323AE185184","","50000.0","Avon","3000.0","43139.0"
"","1000.0","460DT146416","","40175.0","Surrey","10000.0","44371.0"
"","1000.0","367XY819791","","50000.0","Somerset","40000.0","43704.0"
"","1000.0","458QW801090","","18666.0","Kirklees","334.0","44359.0"
"","1000.0","282LQ873687","","50000.0","Outer London","11000.0","42640.0"
"","1000.0","459EN898320","","49400.0","Stoke-On-Trent","22500.0","44364.0"
"","1000.0","253DD577833","","15200.0","Hereford and Worcester","15000.0","42208.0"
"","1000.0","422YT198215","","50000.0","Greater Manchester","10000.0","44155.0"
"","1000.0","445HC700312","","50000.0","Somerset","50000.0","44272.0"
"","1000.0","465NS911756","","15015.0","Lancashire","5000.0","44410.0"
"","1000.0","356XL129745","","50000.0","Suffolk","30000.0","43563.0"
"","1000.0","396BX422902","","50000.0","Inner London","4300.0","43980.0"
"","1000.0","126DP483751","","12368.0","Hampshire and Isle of Wight","5000.0","39195.0"
"","1000.0","425HX444806","","50000.0","Surrey","25000.0","44165.0"
"","1000.0","367MK541517","","20006.0","Gloucestershire","20000.0","43699.0"
"","1000.0","460VK051737","","11000.0","Buckinghamshire","2000.0","44375.0"
"","1000.0","352JJ804381","","5900.0","West Yorkshire","550.0","43512.0"
"","1000.0","371XY357909","","50000.0","Surrey","49997.0","43748.0"
"","1000.0","122QE335810","","50000.0","Essex","5000.0","39108.0"
"","1000.0","12BV632567","","50000.0","Manchester","5000.0","37742.0"
"","1000.0","370ED940304","","50000.0","Reading","50000.0","43731.0"
"","1000.0","451GR986658","","28025.0","Surrey","10000.0","44312.0"
"","1000.0","159LC567785","","50000.0","Sheffield","5000.0","40055.0"
"","1000.0","199CH560849","","16000.0","Nottinghamshire","5000.0","41226.0"
"","1000.0","464RF778327","","38026.0","East Riding of Yorkshire","19000.0","44405.0"
"","1000.0","332SK153249","","50000.0","Hampshire and Isle of Wight","5000.0","43267.0"
"","1000.0","350LQ382167","","40000.0","Cumbria","10000.0","43490.0"
"","1000.0","367CL193165","","50000.0","West Sussex","49987.0","43694.0"
"","1000.0","309FB847786","","30300.0","Leicestershire","25000.0","42967.0"
"","1000.0","172DG658461","","10750.0","Cornwall","2000.0","40421.0"
"","1000.0","448GP375248","","22825.0","Preston","700.0","44287.0"
"","1000.0","210AL955127","","50000.0","Lincolnshire","3000.0","41495.0"
"","1000.0","467RW175815","","20001.0","Surrey","13000.0","44428.0"
"","1000.0","127AP485957","","300.0","County Durham","300.0","39197.0"
"","1000.0","285ST191707","","33100.0","Bridgend and Neath Port Talbot","21000.0","42673.0"
"","1000.0","134DZ976800","","50000.0","Kent","5000.0","39415.0"
"","1000.0","455XB232233","","40100.0","Devon","40000.0","44340.0"
"","1000.0","338MH386183","","50000.0","Glasgow, City of","10000.0","43341.0"
"","1000.0","393MV274330","","33000.0","Greater Manchester","25000.0","43965.0"
"","1000.0","390HN334386","","34050.0","Oxfordshire","18000.0","43944.0"
"","1000.0","150LJ845936","","50000.0","Surrey","5000.0","39843.0"
"","1000.0","420QZ401488","","35300.0","Havering","35000.0","44138.0"
"","1000.0","193LK890034","","50000.0","Northamptonshire","30000.0","41058.0"
"","1000.0","9JT504834","","303.0","Inner London","10.0","27912.0"
"","1000.0","249MW465824","","50000.0","Buckinghamshire","50000.0","42180.0"
"","1000.0","417ZC491356","","20000.0","North East Scotland","20000.0","44123.0"
"","1000.0","117TV414008","","22352.0","Barnet","500.0","39017.0"
"","1000.0","438GS455572","","50000.0","Lincolnshire","49700.0","44237.0"
"","1000.0","300NL122288","","50000.0","Suffolk","49500.0","42846.0"
"","1000.0","446YE509284","","49550.0","Cleveland","6000.0","44284.0"
"","1000.0","393DR701611","","50000.0","Gloucestershire","50000.0","43962.0"
"","1000.0","222PS994665","","49991.0","North Yorkshire","10000.0","41795.0"
"","1000.0","249ZK861702","","50000.0","West Midlands","10000.0","42185.0"
"","1000.0","8TJ984901","","25111.0","Stockport","5000.0","38121.0"
"","1000.0","141TX639901","","23000.0","Hertfordshire","2000.0","39674.0"
"","1000.0","372DP112452","","50000.0","Essex","49900.0","43751.0"
"","1000.0","21DL508765","","10000.0","Hereford and Worcester","2000.0","32540.0"
"","1000.0","293RW776443","","40000.0","Wales","40000.0","42761.0"
"","1000.0","309FY569419","","49501.0","North Yorkshire","29500.0","42968.0"
"","1000.0","280XM215374","","50000.0","Hampshire and Isle of Wight","50000.0","42620.0"
"","1000.0","319TA160770","","12880.0","County Durham","50.0","43102.0"
"","1000.0","304AT523970","","50000.0","Tyne and Wear","34975.0","42894.0"
"","1000.0","167ZK594047","","26508.0","Outer London","1000.0","40299.0"
"","1000.0","425SM016963","","50000.0","Kent","49499.0","44166.0"
"","1000.0","412FE548510","","50000.0","Southampton","20000.0","44083.0"
"","1000.0","121JL065290","","20101.0","Outer London","5000.0","39062.0"
"","1000.0","411DR228022","","15850.0","Kent","25.0","44075.0"
"","1000.0","65YD877773","","30000.0","East Riding of Yorkshire","5000.0","37712.0"
"","1000.0","197JS830073","","50000.0","Southampton","10000.0","41180.0"
"","1000.0","406HD935497","","50000.0","Bromley","49859.0","44045.0"
"","1000.0","417TV726988","","50000.0","Buckinghamshire","14975.0","44122.0"
"","1000.0","394RW600141","","50000.0","Outer London","39600.0","43973.0"
"","1000.0","414ZQ372444","","29000.0","Bradford","20000.0","44099.0"
"","1000.0","331TL988116","","28000.0","East Sussex","15000.0","43252.0"
"","1000.0","454KL546118","","50000.0","Hertfordshire","5000.0","44328.0"
"","1000.0","212CG923214","","6000.0","Hereford and Worcester","6000.0","41548.0"
"","1000.0","148WY081275","","32140.0","Overseas","5000.0","39811.0"
"","1000.0","434KT487614","","49917.0","Tyne and Wear","49400.0","44215.0"
"","1000.0","198RZ640000","","50000.0","Bedfordshire","6000.0","41213.0"
"","1000.0","85AL764140","","2103.0","Wales","1000.0","36039.0"
"","1000.0","337HF670729","","50000.0","West Sussex","50000.0","43327.0"
"","1000.0","449WF032452","","50000.0","Bradford","45000.0","44301.0"
"","1000.0","233CS843259","","50000.0","Sefton","40000.0","41926.0"
"","1000.0","420FJ196508","","20225.0","Hertfordshire","20000.0","44135.0"
"","1000.0","322GS136131","","50000.0","Plymouth","40000.0","43131.0"
"","1000.0","370VB898544","","50000.0","Hampshire and Isle of Wight","2000.0","43736.0"
"","1000.0","245LF041821","","28650.0","Overseas","1000.0","42137.0"
"","1000.0","346EB021706","","50000.0","Outer London","50000.0","43433.0"
"","1000.0","393MP495310","","50000.0","Wiltshire","49000.0","43965.0"
"","1000.0","244SQ842183","","50000.0","Bedfordshire","10000.0","42123.0"
